#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,Assembly,Device,Location,Sensor,Signal,_field,_measurement,host,topic
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:14.517026836Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:14.712433071Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:14.875988063Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:15.071285612Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:15.220044346Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:15.369877736Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:15.527406076Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:15.718954893Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:40.077768126Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:41.228547309Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:59.359612324Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:59.560350812Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:59.710366194Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:08:59.856416708Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:00.058725697Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:00.208135443Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:00.356775922Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:00.563068022Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:11.421757417Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:12.629331454Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:30.754293502Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:30.964622147Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.107027658Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.25586101Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.409318811Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.603516179Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.753625936Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:31.955016055Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:54.080669137Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:09:55.282222072Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:13.371073546Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:13.612415917Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:13.714751818Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:13.912107641Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:14.05690832Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:14.214477082Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:14.363766785Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:14.565606119Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:27.44076875Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:28.586525905Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:46.772516609Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:46.967927213Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.117909968Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.273852255Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.423905683Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.610670246Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.775311136Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:47.918815791Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.00095721Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.204860099Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.358506334Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.504517407Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.66037376Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.855867475Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:07.958062018Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:08.154293972Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.082160506Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.278804878Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.428654646Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.584255646Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.726871893Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:21.880260646Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:22.026775028Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:22.228319368Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:44.265401407Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:44.459800508Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:44.60585005Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:44.807267146Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:44.911756948Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:45.122224305Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:45.255795963Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:45.465816294Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:57.73367018Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:57.936571491Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.046754546Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.234770234Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.383610485Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.54086622Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.690629662Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:58.884834122Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:09.459886575Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:09.654253779Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:09.80396766Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:09.952583145Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:10.106277166Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:10.306685971Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:10.405635509Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:10.620496702Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:23.275754315Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:24.430062765Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:42.579198041Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:42.765791131Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:42.926523098Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:43.065716111Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:43.221617121Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:43.416920494Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:43.573913978Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:43.777812846Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:55.894946708Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.089094813Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.246363299Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.394939782Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.552319009Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.69464886Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:56.850726898Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:57.046168235Z,1,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
,,20,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:07.856119235Z,0,Conveyor,Conveyor,AFB,40B3,40B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/40B3
